1323802,1971,3.6030964109781842,3,4,4,2,3,3,3,3,3.0,3.0,3.0,2.8823529411764706,3
1543989,1971,3.6030964109781842,4,3,3,4,3,1.0,1.0,1.0,1.0,1.0,1.0,2.8823529411764706,1
1650301,1971,3.6030964109781842,4,4,3,3,1,3,2,1,2,4,2.142857142857143,2.8823529411764706,3
2398656,1971,3.6030964109781842,3,4,1,4,3,3,3,3,5,3,3.1538461538461537,2.8823529411764706,2
288431,2422,3.6030964109781842,2,4,1,4,5,4.0,4.0,4.0,4.0,4.0,4.0,2.789473684210526,4
328726,2422,3.6030964109781842,2,4,1,4,5,1.0,1.0,1.0,1.0,1.0,1.0,2.789473684210526,1
621342,2422,3.6030964109781842,5,3,2,3,3,5,5,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,2.789473684210526,3
652931,2422,3.6030964109781842,3,4,1,1,2,2,2.0,2.0,2.0,2.0,2.0,2.789473684210526,2
753066,2422,3.6030964109781842,2,4,1,4,5,1.0,1.0,1.0,1.0,1.0,1.0,2.789473684210526,1
896391,2422,3.6030964109781842,2,4,1,4,5,2.0,2.0,2.0,2.0,2.0,2.0,2.789473684210526,2
1112889,2422,3.6030964109781842,2,3,2,3,2,3,5,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.789473684210526,2
1137159,2422,3.6030964109781842,5,2,3,2,4,4,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.789473684210526,3
1182451,2422,3.6030964109781842,4,4,4,2,3,2,3,3,1,2.2,2.2,2.789473684210526,2
1341214,2422,3.6030964109781842,2,4,2,3,2,4,3,5,3,2,3.4444444444444446,2.789473684210526,2
1353534,2422,3.6030964109781842,4,2,2,1,1,1,4,2,2.75,2.75,2.75,2.789473684210526,4
1702096,2422,3.6030964109781842,2,2,2,5,2,4,4,4,5,4.0,4.0,2.789473684210526,3
1820110,2422,3.6030964109781842,3,3,4,1,1,5,5.0,5.0,5.0,5.0,5.0,2.789473684210526,5
1889375,2422,3.6030964109781842,1,2,4,1,5,2,3.0,3.0,3.0,3.0,3.0,2.789473684210526,4
2261277,2422,3.6030964109781842,2,4,5,3,2,3,3,4,3,3,3.1666666666666665,2.789473684210526,3
2371105,2422,3.6030964109781842,4,2,2,2,2,3,3,4,3,3,3.3333333333333335,2.789473684210526,4
2415495,2422,3.6030964109781842,2,3,2,2,2,4,5,3,4,4,3.8,2.789473684210526,2
2475820,2422,3.6030964109781842,2,2,4,3,3,4,4,4,4,4,3.55,2.789473684210526,4
2606078,2422,3.6030964109781842,5,3,3,2,3,5,4,4,3.75,3.75,3.75,2.789473684210526,2
4540,2992,3.6030964109781842,4,3,4,3,4,4.0,4.0,4.0,4.0,4.0,4.0,3.6210526315789475,4
33612,2992,3.6030964109781842,5,5,3,3,4,3,2,4,5,1,3.0,3.6210526315789475,4
41274,2992,3.6030964109781842,3,2,3,4,4,2,5,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.6210526315789475,3
43195,2992,3.6030964109781842,4,3,4,3,4,5.0,5.0,5.0,5.0,5.0,5.0,3.6210526315789475,5
43591,2992,3.6030964109781842,4,4,4,4,2,3,4,5,5,3,4.166666666666667,3.6210526315789475,5
85541,2992,3.6030964109781842,4,5,3,3,3,4,2,5,4,3,3.5,3.6210526315789475,3
127238,2992,3.6030964109781842,4,5,3,2,3,4,4,2,2,3.0,3.0,3.6210526315789475,3
189623,2992,3.6030964109781842,4,5,4,2,4,4,3,5,5,4,4.0,3.6210526315789475,4
196889,2992,3.6030964109781842,4,3,4,3,4,4.0,4.0,4.0,4.0,4.0,4.0,3.6210526315789475,4
232877,2992,3.6030964109781842,4,4,4,5,3,4,2,5,4,4,3.3333333333333335,3.6210526315789475,3
265699,2992,3.6030964109781842,5,5,4,3,4,5,5,4,5,5,4.833333333333333,3.6210526315789475,5
275051,2992,3.6030964109781842,4,4,4,3,4,2,3,3,3.25,3.25,3.25,3.6210526315789475,5
313426,2992,3.6030964109781842,1,4,4,4,4,2,3.0,3.0,3.0,3.0,3.0,3.6210526315789475,4
315560,2992,3.6030964109781842,5,4,4,4,3,4,5,4.0,4.0,4.0,4.0,3.6210526315789475,3
335033,2992,3.6030964109781842,3,5,3,3,4,4,5,4,4.25,4.25,4.25,3.6210526315789475,4
343903,2992,3.6030964109781842,4,3,3,4,4,5,4,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3.6210526315789475,5
383404,2992,3.6030964109781842,3,3,4,4,3,1,1,2,5,3,2.5384615384615383,3.6210526315789475,3
416808,2992,3.6030964109781842,4,3,3,5,4,3,3,3,3.25,3.25,3.25,3.6210526315789475,4
478764,2992,3.6030964109781842,5,3,4,4,4,5,5,5.0,5.0,5.0,5.0,3.6210526315789475,5
515285,2992,3.6030964109781842,4,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,3.6210526315789475,1
601590,2992,3.6030964109781842,4,4,4,2,3,3,3.0,3.0,3.0,3.0,3.0,3.6210526315789475,3
617932,2992,3.6030964109781842,4,3,4,3,4,4.0,4.0,4.0,4.0,4.0,4.0,3.6210526315789475,4
639533,2992,3.6030964109781842,5,4,4,4,3,2,5,3,3,3,2.5,3.6210526315789475,3
643963,2992,3.6030964109781842,4,5,3,3,4,5,4,5,4.75,4.75,4.75,3.6210526315789475,5
662124,2992,3.6030964109781842,4,5,4,4,3,5,5,4,5,3,3.7333333333333334,3.6210526315789475,2
678384,2992,3.6030964109781842,4,4,3,4,4,4,4,2,2,4,3.1818181818181817,3.6210526315789475,3
682284,2992,3.6030964109781842,4,3,4,3,4,3.0,3.0,3.0,3.0,3.0,3.0,3.6210526315789475,3
690331,2992,3.6030964109781842,4,4,3,3,3,3,4,3,3,4,3.625,3.6210526315789475,4
753567,2992,3.6030964109781842,3,5,5,5,4,4,4,3,3,3,3.2857142857142856,3.6210526315789475,3
767150,2992,3.6030964109781842,4,3,4,3,4,3.0,3.0,3.0,3.0,3.0,3.0,3.6210526315789475,3
782677,2992,3.6030964109781842,4,4,5,5,5,2,5,4,4,3,3.5,3.6210526315789475,3
856134,2992,3.6030964109781842,3,4,4,3,4,3,2.5,2.5,2.5,2.5,2.5,3.6210526315789475,2
902498,2992,3.6030964109781842,3,4,4,4,4,4,3,5,3,2,3.2,3.6210526315789475,4
913581,2992,3.6030964109781842,3,4,5,4,2,4,2,3,3,4,3.0,3.6210526315789475,3
1062351,2992,3.6030964109781842,4,4,3,4,3,4,4,5,2,2,3.75,3.6210526315789475,4
1085939,2992,3.6030964109781842,4,4,4,2,4,3,2,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.6210526315789475,3
1127474,2992,3.6030964109781842,4,3,4,3,5,4,5,4,3,5,4.166666666666667,3.6210526315789475,4
1133012,2992,3.6030964109781842,4,3,4,5,4,3,4,4,4,4,3.5714285714285716,3.6210526315789475,4
1148806,2992,3.6030964109781842,4,3,4,3,4,3.0,3.0,3.0,3.0,3.0,3.0,3.6210526315789475,3
1157743,2992,3.6030964109781842,5,5,5,3,4,4,4,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6210526315789475,3
1192301,2992,3.6030964109781842,4,3,4,3,4,5.0,5.0,5.0,5.0,5.0,5.0,3.6210526315789475,5
1228768,2992,3.6030964109781842,4,3,4,3,4,4.0,4.0,4.0,4.0,4.0,4.0,3.6210526315789475,4
1243848,2992,3.6030964109781842,4,3,4,3,4,3.0,3.0,3.0,3.0,3.0,3.0,3.6210526315789475,3
1293001,2992,3.6030964109781842,4,4,4,4,5,4,5,4,4,5,4.333333333333333,3.6210526315789475,4
1323802,2992,3.6030964109781842,5,3,4,4,4,3,3,3,3.0,3.0,3.0,3.6210526315789475,3
1327477,2992,3.6030964109781842,3,3,1,4,4,2,2.5,2.5,2.5,2.5,2.5,3.6210526315789475,3
1334936,2992,3.6030964109781842,5,5,4,4,3,4,3,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6210526315789475,4
1404685,2992,3.6030964109781842,3,2,4,4,3,2,5,2,3.0,3.0,3.0,3.6210526315789475,3
1432263,2992,3.6030964109781842,4,4,5,4,4,3,3.0,3.0,3.0,3.0,3.0,3.6210526315789475,3
1434636,2992,3.6030964109781842,4,4,4,3,4,3,2.5,2.5,2.5,2.5,2.5,3.6210526315789475,2
1444666,2992,3.6030964109781842,4,3,4,3,4,4.0,4.0,4.0,4.0,4.0,4.0,3.6210526315789475,4
1469999,2992,3.6030964109781842,4,3,5,4,4,2,4,5,3,3,3.5714285714285716,3.6210526315789475,5
1474319,2992,3.6030964109781842,4,4,3,4,5,3,5,4,3.75,3.75,3.75,3.6210526315789475,3
1474596,2992,3.6030964109781842,5,4,5,5,3,4,4,4,4,4.0,4.0,3.6210526315789475,4
1486851,2992,3.6030964109781842,4,4,5,4,2,4,2,4,3,3,2.888888888888889,3.6210526315789475,3
1495090,2992,3.6030964109781842,2,4,4,3,4,5,4.5,4.5,4.5,4.5,4.5,3.6210526315789475,4
1503916,2992,3.6030964109781842,4,5,4,3,4,3,3,2,3,2,2.5714285714285716,3.6210526315789475,4
1524228,2992,3.6030964109781842,4,4,4,2,3,4,4.0,4.0,4.0,4.0,4.0,3.6210526315789475,4
1587746,2992,3.6030964109781842,4,4,1,3,3,4,4.5,4.5,4.5,4.5,4.5,3.6210526315789475,5
1650301,2992,3.6030964109781842,4,3,3,3,4,2,2,4,3,1,2.142857142857143,3.6210526315789475,2
1652249,2992,3.6030964109781842,4,4,4,2,3,4,4.0,4.0,4.0,4.0,4.0,3.6210526315789475,4
1672135,2992,3.6030964109781842,4,4,2,3,4,3,3.5,3.5,3.5,3.5,3.5,3.6210526315789475,4
1702096,2992,3.6030964109781842,3,5,4,4,4,5,4,3,4,4.0,4.0,3.6210526315789475,4
1715229,2992,3.6030964109781842,4,3,4,4,4,4,4,4.0,4.0,4.0,4.0,3.6210526315789475,4
1734231,2992,3.6030964109781842,5,4,3,4,5,3,3,4,4,3,3.2857142857142856,3.6210526315789475,3
1759887,2992,3.6030964109781842,4,4,4,3,4,3,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.6210526315789475,4
1778262,2992,3.6030964109781842,4,3,4,3,4,3.0,3.0,3.0,3.0,3.0,3.0,3.6210526315789475,3
1782775,2992,3.6030964109781842,5,4,4,4,5,3,2,4,5,5,3.4285714285714284,3.6210526315789475,2
1812701,2992,3.6030964109781842,4,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,3.6210526315789475,1
1815094,2992,3.6030964109781842,3,4,4,2,3,3,3.5,3.5,3.5,3.5,3.5,3.6210526315789475,4
1830615,2992,3.6030964109781842,4,3,4,3,4,3.0,3.0,3.0,3.0,3.0,3.0,3.6210526315789475,3
2023731,2992,3.6030964109781842,5,4,4,5,2,3,4,5,4.0,4.0,4.0,3.6210526315789475,4
2051242,2992,3.6030964109781842,4,3,3,3,3,4,4.0,4.0,4.0,4.0,4.0,3.6210526315789475,4
2069050,2992,3.6030964109781842,4,4,3,3,4,4,4,5,4.25,4.25,4.25,3.6210526315789475,4
2071441,2992,3.6030964109781842,5,4,2,3,4,4,5,4.0,4.0,4.0,4.0,3.6210526315789475,3
2118560,2992,3.6030964109781842,4,4,2,3,4,3,3.5,3.5,3.5,3.5,3.5,3.6210526315789475,4
2128711,2992,3.6030964109781842,3,4,3,4,4,2,3,2,2.75,2.75,2.75,3.6210526315789475,4
2207893,2992,3.6030964109781842,5,5,4,5,4,4,2,3,5,3,3.875,3.6210526315789475,5
2266811,2992,3.6030964109781842,4,3,4,3,4,4.0,4.0,4.0,4.0,4.0,4.0,3.6210526315789475,4
2282497,2992,3.6030964109781842,5,3,3,4,4,4,3,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6210526315789475,4
2307388,2992,3.6030964109781842,3,4,4,4,5,5,4,5,4,3,4.142857142857143,3.6210526315789475,4
2334907,2992,3.6030964109781842,4,3,4,4,4,4,4,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3.6210526315789475,5
2346787,2992,3.6030964109781842,4,3,4,3,4,4.0,4.0,4.0,4.0,4.0,4.0,3.6210526315789475,4
2347167,2992,3.6030964109781842,3,4,4,3,4,4,3,4,4.0,4.0,4.0,3.6210526315789475,5
2348841,2992,3.6030964109781842,4,4,3,3,4,4,3.5,3.5,3.5,3.5,3.5,3.6210526315789475,3
2371105,2992,3.6030964109781842,3,4,2,3,4,4,3,3,3,4,3.3333333333333335,3.6210526315789475,3
2404949,2992,3.6030964109781842,4,5,4,4,4,5,4,5,5,4,4.571428571428571,3.6210526315789475,5
2415495,2992,3.6030964109781842,3,3,3,5,4,4,5,4,3,4,3.8,3.6210526315789475,4
2451272,2992,3.6030964109781842,4,3,4,3,4,1.0,1.0,1.0,1.0,1.0,1.0,3.6210526315789475,1
2505108,2992,3.6030964109781842,3,4,4,5,4,3,2,3,4,4,3.3333333333333335,3.6210526315789475,4
2524866,2992,3.6030964109781842,3,3,4,4,5,4,5,2,3,3,3.5,3.6210526315789475,4
2527066,2992,3.6030964109781842,3,4,3,5,4,4,5,5,5,5,4.714285714285714,3.6210526315789475,5
2570844,2992,3.6030964109781842,3,3,4,5,4,2,1,3,2,2,2.2222222222222223,3.6210526315789475,2
2606078,2992,3.6030964109781842,4,4,4,3,4,4,5,2,3.75,3.75,3.75,3.6210526315789475,4
2632322,2992,3.6030964109781842,4,5,3,5,4,3,5,4,4.0,4.0,4.0,3.6210526315789475,4
639533,3121,3.6030964109781842,3,2.5,2.5,2.5,2.5,3,2,2,1,3,2.5,2.5,2
1955337,3121,3.6030964109781842,2,2.5,2.5,2.5,2.5,3,4,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.5,3
2207893,3273,3.6030964109781842,5.0,5.0,5.0,5.0,5.0,4,5,4,5,2,3.875,5.0,5
434058,3408,3.6030964109781842,4,1,4,5,4,4,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.7777777777777777,3
793027,3408,3.6030964109781842,4,5,4,4,1,3,5,4,2,4,3.2857142857142856,3.7777777777777777,4
1062351,3408,3.6030964109781842,4,4,4,1,4,5,4,2,4,4,3.75,3.7777777777777777,5
1702096,3408,3.6030964109781842,5,4,4,1,4,3,4,5,4,4.0,4.0,3.7777777777777777,4
1909219,3408,3.6030964109781842,4,4,4,1,4,3,4,4,1,4,3.1818181818181817,3.7777777777777777,5
2198786,3408,3.6030964109781842,4,4,4,5,5,3,4,4,5,4,4.0,3.7777777777777777,4
2328167,3408,3.6030964109781842,4,3,5,4,5,4.0,4.0,4.0,4.0,4.0,4.0,3.7777777777777777,4
2475820,3408,3.6030964109781842,4,5,3,4,4,4,4,2,4,4,3.55,3.7777777777777777,4
2570750,3408,3.6030964109781842,4,3,5,4,5,1.0,1.0,1.0,1.0,1.0,1.0,3.7777777777777777,1
205216,4247,3.6030964109781842,3,3,4,3,4,2,3,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.8421052631578947,3
368514,4247,3.6030964109781842,3,2,3,3,3,3,2.5,2.5,2.5,2.5,2.5,2.8421052631578947,2
391661,4247,3.6030964109781842,3,3,3,1,3,2,2,3,3,2.2,2.2,2.8421052631578947,1
416173,4247,3.6030964109781842,3,4,3,4,4,4,4,3,3,3.0,3.0,2.8421052631578947,1
639533,4247,3.6030964109781842,2,3,1,3,3,2,5,3,3,2,2.5,2.8421052631578947,2
694422,4247,3.6030964109781842,3,1,4,4,4,3,4,4,3,5,3.6666666666666665,2.8421052631578947,3
712071,4247,3.6030964109781842,3,4,3,3,4,3.0,3.0,3.0,3.0,3.0,3.0,2.8421052631578947,3
1033629,4247,3.6030964109781842,3,1,4,4,3,4,4,3,3,3,3.25,2.8421052631578947,4
1125519,4247,3.6030964109781842,3,3,2,3,2,3,3,2,3,3,2.8333333333333335,2.8421052631578947,3
1364103,4247,3.6030964109781842,4,3,2,4,1,4,1,5,2,3,3.1,2.8421052631578947,3
1370029,4247,3.6030964109781842,3,3,4,3,3,3,3.0,3.0,3.0,3.0,3.0,2.8421052631578947,3
1392553,4247,3.6030964109781842,1,3,4,4,2,4,5,4,2,1,2.7777777777777777,2.8421052631578947,3
1738226,4247,3.6030964109781842,1,4,4,3,4,3,4,3,3,3.2,3.2,2.8421052631578947,3
1742480,4247,3.6030964109781842,3,4,3,3,3,3,4,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,2.8421052631578947,4
1819258,4247,3.6030964109781842,3,4,3,3,4,3.0,3.0,3.0,3.0,3.0,3.0,2.8421052631578947,3
1909219,4247,3.6030964109781842,4,3,1,3,3,4,4,4,3,3,3.1818181818181817,2.8421052631578947,4
2496949,4247,3.6030964109781842,3,3,3,3,4,3,3.5,3.5,3.5,3.5,3.5,2.8421052631578947,4
2535601,4247,3.6030964109781842,3,3,3,1,3,3,4,1,3,5,3.142857142857143,2.8421052631578947,4
2611783,4247,3.6030964109781842,1,3,4,3,4,2,3,3,1,1,2.0,2.8421052631578947,1
232877,4271,3.6030964109781842,3,4,3,5,2,4,3,4,2,5,3.3333333333333335,3.206896551724138,2
368514,4271,3.6030964109781842,4,3,3,4,5,2,2.5,2.5,2.5,2.5,2.5,3.206896551724138,3
383404,4271,3.6030964109781842,4,2,4,1,3,3,3,2,5,1,2.5384615384615383,3.206896551724138,2
391661,4271,3.6030964109781842,2,3,3,4,2,1,2,3,3,2.2,2.2,3.206896551724138,2
416808,4271,3.6030964109781842,4,3,2,2,3,3,3,4,3.25,3.25,3.25,3.206896551724138,3
434058,4271,3.6030964109781842,4,3,3,3,4,3,4,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.206896551724138,3
485931,4271,3.6030964109781842,4,3,2,4,5,4,4,3,3,4,3.4444444444444446,3.206896551724138,4
621342,4271,3.6030964109781842,3,4,5,4,3,5,3,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3.206896551724138,5
639533,4271,3.6030964109781842,4,5,3,3,3,2,3,2,2,2,2.5,3.206896551724138,5
678384,4271,3.6030964109781842,3,3,3,2,3,4,4,4,4,3,3.1818181818181817,3.206896551724138,3
909198,4271,3.6030964109781842,3,2,5,3,3,3,2.5,2.5,2.5,2.5,2.5,3.206896551724138,2
970814,4271,3.6030964109781842,4,3,3,4,3,4,4.0,4.0,4.0,4.0,4.0,3.206896551724138,4
992849,4271,3.6030964109781842,3,3,2,2,5,3,4,3,4,4,3.4285714285714284,3.206896551724138,5
1065163,4271,3.6030964109781842,4,4,4,3,2,4,3,4,3.5,3.5,3.5,3.206896551724138,3
1125519,4271,3.6030964109781842,4,2,3,5,5,3,3,2,3,3,2.8333333333333335,3.206896551724138,3
1364103,4271,3.6030964109781842,4,4,3,3,3,3,5,1,5,2,3.1,3.206896551724138,4
1392553,4271,3.6030964109781842,4,2,2,3,3,3,5,4,2,2,2.7777777777777777,3.206896551724138,4
1486851,4271,3.6030964109781842,3,2,2,3,2,3,2,4,2,4,2.888888888888889,3.206896551724138,3
1521106,4271,3.6030964109781842,3,3,3,2,2,3,4,4,3.25,3.25,3.25,3.206896551724138,2
1522926,4271,3.6030964109781842,3,2,4,3,2,4,5,4.0,4.0,4.0,4.0,3.206896551724138,3
1545649,4271,3.6030964109781842,4,3,4,5,4,4.0,4.0,4.0,4.0,4.0,4.0,3.206896551724138,4
1587746,4271,3.6030964109781842,3,3,4,5,3,5,4.5,4.5,4.5,4.5,4.5,3.206896551724138,4
1611429,4271,3.6030964109781842,5,4,3,3,2,5,4,4,3,3.8,3.8,3.206896551724138,3
1650301,4271,3.6030964109781842,2,3,3,3,4,3,1,2,2,2,2.142857142857143,3.206896551724138,1
1782775,4271,3.6030964109781842,3,3,2,2,2,4,2,3,2,5,3.4285714285714284,3.206896551724138,3
2107890,4271,3.6030964109781842,4,3,4,5,4,3.0,3.0,3.0,3.0,3.0,3.0,3.206896551724138,3
2336505,4271,3.6030964109781842,4,3,4,2,3,3,3,4,5,2,3.5,3.206896551724138,4
2475820,4271,3.6030964109781842,2,3,3,4,4,4,3,4,4,2,3.55,3.206896551724138,3
2498592,4271,3.6030964109781842,5,2,3,3,2,3,5,2,3.25,3.25,3.25,3.206896551724138,3
11267,4356,3.6030964109781842,3,5,3,3,5,2.0,2.0,2.0,2.0,2.0,2.0,3.708920187793427,2
33612,4356,3.6030964109781842,5,3,4,4,3,3,3,4,2,4,3.0,3.708920187793427,2
41274,4356,3.6030964109781842,5,3,3,4,4,3,2,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.708920187793427,5
85541,4356,3.6030964109781842,5,4,5,4,2,4,2,3,3,5,3.5,3.708920187793427,4
105053,4356,3.6030964109781842,4,3,3,2,4,4,4.5,4.5,4.5,4.5,4.5,3.708920187793427,5
127238,4356,3.6030964109781842,5,5,4,4,3,3,4,2,2,3.0,3.0,3.708920187793427,4
133577,4356,3.6030964109781842,3,4,3,2,4,5,5,5,4.75,4.75,4.75,3.708920187793427,4
186266,4356,3.6030964109781842,4,4,5,4,3,4,3,5,3,3,3.8333333333333335,3.708920187793427,5
188350,4356,3.6030964109781842,5,2,3,4,3,4,3,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.708920187793427,3
189623,4356,3.6030964109781842,2,4,4,4,4,4,5,3,4,5,4.0,3.708920187793427,3
193470,4356,3.6030964109781842,3,5,3,3,5,4.0,4.0,4.0,4.0,4.0,4.0,3.708920187793427,4
212883,4356,3.6030964109781842,3,3,3,2,5,5,4,5,5,4.8,4.8,3.708920187793427,5
223140,4356,3.6030964109781842,3,5,3,3,5,5.0,5.0,5.0,5.0,5.0,5.0,3.708920187793427,5
232877,4356,3.6030964109781842,5,3,5,4,4,4,4,4,4,3,3.3333333333333335,3.708920187793427,5
240989,4356,3.6030964109781842,5,4,3,3,4,5,4,5,5,4,4.666666666666667,3.708920187793427,5
254987,4356,3.6030964109781842,3,5,3,3,5,3.0,3.0,3.0,3.0,3.0,3.0,3.708920187793427,3
271971,4356,3.6030964109781842,4,4,5,3,4,3,5,3,3,3.4,3.4,3.708920187793427,3
275051,4356,3.6030964109781842,3,4,4,3,4,5,3,3,3.25,3.25,3.25,3.708920187793427,2
298858,4356,3.6030964109781842,3,5,3,3,5,4.0,4.0,4.0,4.0,4.0,4.0,3.708920187793427,4
300030,4356,3.6030964109781842,3,5,3,3,5,4.0,4.0,4.0,4.0,4.0,4.0,3.708920187793427,4
308308,4356,3.6030964109781842,5,4,5,4,3,3,3,4,5,2,3.5,3.708920187793427,4
323453,4356,3.6030964109781842,3,4,5,5,5,3,4,5,4.0,4.0,4.0,3.708920187793427,4
325570,4356,3.6030964109781842,4,4,4,5,2,4,2,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.708920187793427,2
335033,4356,3.6030964109781842,4,4,5,5,3,4,5,4,4.25,4.25,4.25,3.708920187793427,4
335485,4356,3.6030964109781842,3,5,3,3,5,5.0,5.0,5.0,5.0,5.0,5.0,3.708920187793427,5
342727,4356,3.6030964109781842,4,5,5,3,3,5,4,4,4.25,4.25,4.25,3.708920187793427,4
343903,4356,3.6030964109781842,4,4,3,4,4,5,4,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3.708920187793427,5
370824,4356,3.6030964109781842,3,5,3,3,5,4.0,4.0,4.0,4.0,4.0,4.0,3.708920187793427,4
383404,4356,3.6030964109781842,4,4,5,4,5,3,1,5,3,5,2.5384615384615383,3.708920187793427,2
